season,overall_pick,round,pick_in_round,espn_team_id,team_name,player_id,player_name,is_keeper,bid_amount
2016,50,5,2,5,From Worst to Worst,8439,Aaron Rodgers,False,0
2016,51,5,3,3,Delegate Odell Watkins,10475,Greg Olsen,False,0
2016,52,5,4,13,Fat Eddie Lacy,15705,Josh Gordon,False,0
2016,53,5,5,8,Make Fantasy Great Again,16730,Kelvin Benjamin,False,0
2016,54,5,6,1,The  Commish,12579,Jeremy Maclin,False,0
2016,55,5,7,2,In Your Face,16804,John Brown,False,0
2016,56,5,8,9,New Yawk Bklyn's Best,13587,Chris Ivory,False,0
2016,57,5,9,10,Team Riley,2576434,Melvin Gordon,False,0
2016,58,5,10,6,Team Flatcheese,15072,Marvin Jones,False,0
2016,59,5,11,12,Cntrl Alt Delete,2515416,Jeremy Langford,False,0
2016,60,5,12,7,Wilson!!!!!!!   Wilson!!!!!!,9761,Delanie Walker,False,0
2016,61,6,1,7,Wilson!!!!!!!   Wilson!!!!!!,14881,Russell Wilson,False,0
2016,62,6,2,12,Cntrl Alt Delete,14874,Andrew Luck,False,0
2016,63,6,3,6,Team Flatcheese,2580,Drew Brees,False,0
2016,64,6,4,10,Team Riley,13204,Ryan Mathews,False,0
2016,65,6,5,9,New Yawk Bklyn's Best,15847,Travis Kelce,False,0
2016,66,6,6,2,In Your Face,11283,DeSean Jackson,False,0
2016,67,6,7,1,The  Commish,5536,Ben Roethlisberger,False,0
2016,68,6,8,8,Make Fantasy Great Again,12503,Rashad Jennings,False,0
2016,69,6,9,13,Fat Eddie Lacy,2980105,Matt Jones,False,0
2016,70,6,10,3,Delegate Odell Watkins,12497,Arian Foster,False,0
2016,71,6,11,5,From Worst to Worst,8479,Frank Gore,False,0
2016,72,6,12,4,CJ 2k16,2576336,Ameer Abdullah,False,0
2016,73,7,1,4,CJ 2k16,4459,Carson Palmer,False,0
2016,74,7,2,5,From Worst to Worst,9613,DeAngelo Williams,False,0
2016,75,7,3,3,Delegate Odell Watkins,2330,Tom Brady,False,0
2016,76,7,4,13,Fat Eddie Lacy,5529,Philip Rivers,False,0
2016,77,7,5,8,Make Fantasy Great Again,16724,Blake Bortles,False,0
2016,78,7,6,1,The  Commish,5528,Larry Fitzgerald,False,0
2016,79,7,7,2,In Your Face,16763,Jordan Matthews,False,0
2016,80,7,8,9,New Yawk Bklyn's Best,2976592,Sterling Shepard,False,0
2016,81,7,9,10,Team Riley,3043078,Derrick Henry,False,0
2016,82,7,10,6,Team Flatcheese,17177,Allen Hurns,False,0
2016,83,7,11,12,Cntrl Alt Delete,2969962,Duke Johnson Jr.,False,0
2016,84,7,12,7,Wilson!!!!!!!   Wilson!!!!!!,15826,Giovani Bernard,False,0
2016,85,8,1,7,Wilson!!!!!!!   Wilson!!!!!!,2577327,Tyler Lockett,False,0
2016,86,8,2,12,Cntrl Alt Delete,2976516,T.J. Yeldon,False,0
2016,87,8,3,6,Team Flatcheese,11788,Danny Woodhead,False,0
2016,88,8,4,10,Team Riley,2573300,Jay Ajayi,False,0
2016,89,8,5,9,New Yawk Bklyn's Best,14012,Andy Dalton,False,0
2016,90,8,6,2,In Your Face,14900,Coby Fleener,False,0
2016,91,8,7,1,The  Commish,14032,Torrey Smith,False,0
2016,92,8,8,8,Make Fantasy Great Again,15786,Tavon Austin,False,0
2016,93,8,9,13,Fat Eddie Lacy,2976212,Stefon Diggs,False,0
2016,94,8,10,3,Delegate Odell Watkins,12563,Michael Crabtree,False,0
2016,95,8,11,5,From Worst to Worst,2576623,DeVante Parker,False,0
2016,96,8,12,4,CJ 2k16,11364,Gary Barnidge,False,0
2016,97,9,1,4,CJ 2k16,-16007,Broncos D/ST,False,0
2016,98,9,2,5,From Worst to Worst,16020,Spencer Ware,False,0
2016,99,9,3,3,Delegate Odell Watkins,-16026,Seahawks D/ST,False,0
2016,100,9,4,13,Fat Eddie Lacy,16749,Charles Sims,False,0
2016,101,9,5,8,Make Fantasy Great Again,5526,Eli Manning,False,0
2016,102,9,6,1,The  Commish,13213,LeGarrette Blount,False,0
2016,103,9,7,2,In Your Face,-16004,Bengals D/ST,False,0
2016,104,9,8,9,New Yawk Bklyn's Best,15835,Zach Ertz,False,0
2016,105,9,9,10,Team Riley,14204,Julius Thomas,False,0
2016,106,9,10,6,Team Flatcheese,3042435,Kevin White,False,0
2016,107,9,11,12,Cntrl Alt Delete,15788,Tyler Eifert,False,0
2016,108,9,12,7,Wilson!!!!!!!   Wilson!!!!!!,17258,Willie Snead,False,0
2016,109,10,1,7,Wilson!!!!!!!   Wilson!!!!!!,2977609,Devin Funchess,False,0
2016,110,10,2,12,Cntrl Alt Delete,14129,Bilal Powell,False,0
2016,111,10,3,6,Team Flatcheese,17133,Isaiah Crowell,False,0
2016,112,10,4,10,Team Riley,15062,Travis Benjamin,False,0
2016,113,10,5,9,New Yawk Bklyn's Best,-16029,Panthers D/ST,False,0
2016,114,10,6,2,In Your Face,14922,Mohamed Sanu,False,0
2016,115,10,7,1,The  Commish,13214,James Starks,False,0
2016,116,10,8,8,Make Fantasy Great Again,2978929,Corey Coleman,False,0
2016,117,10,9,13,Fat Eddie Lacy,2622,Steve Smith Sr.,False,0
2016,118,10,10,3,Delegate Odell Watkins,8475,Vincent Jackson,False,0
2016,119,10,11,5,From Worst to Worst,3052876,Will Fuller V,False,0
2016,120,10,12,4,CJ 2k16,16783,Terrance West,False,0
2016,121,11,1,4,CJ 2k16,15873,Markus Wheaton,False,0
2016,122,11,2,5,From Worst to Worst,15994,Theo Riddick,False,0
2016,123,11,3,3,Delegate Odell Watkins,5362,Antonio Gates,False,0
2016,124,11,4,13,Fat Eddie Lacy,14402,Chris Hogan,False,0
2016,125,11,5,8,Make Fantasy Great Again,12699,Zach Miller,False,0
2016,126,11,6,1,The  Commish,2979477,Tevin Coleman,False,0
2016,127,11,7,2,In Your Face,12601,Mike Wallace,False,0
2016,128,11,8,9,New Yawk Bklyn's Best,12483,Matthew Stafford,False,0
2016,129,11,9,10,Team Riley,16757,Derek Carr,False,0
2016,130,11,10,6,Team Flatcheese,4527,Jason Witten,False,0
2016,131,11,11,12,Cntrl Alt Delete,2976316,Michael Thomas,False,0
2016,132,11,12,7,Wilson!!!!!!!   Wilson!!!!!!,15855,Christine Michael,False,0
2016,133,12,1,7,Wilson!!!!!!!   Wilson!!!!!!,11467,Justin Forsett,False,0
2016,134,12,2,12,Cntrl Alt Delete,-16022,Cardinals D/ST,False,0
2016,135,12,3,6,Team Flatcheese,-16034,Texans D/ST,False,0
2016,136,12,4,10,Team Riley,-16020,Jets D/ST,False,0
2016,137,12,5,9,New Yawk Bklyn's Best,15683,Justin Tucker,False,0
2016,138,12,6,2,In Your Face,16016,Kenny Stills,False,0
2016,139,12,7,1,The  Commish,14054,Kyle Rudolph,False,0
2016,140,12,8,8,Make Fantasy Great Again,3122866,Devontae Booker,False,0
2016,141,12,9,13,Fat Eddie Lacy,16782,Jerick McKinnon,False,0
2016,142,12,10,3,Delegate Odell Watkins,2982828,Tajae Sharpe,False,0
2016,143,12,11,5,From Worst to Worst,-16012,Chiefs D/ST,False,0
2016,144,12,12,4,CJ 2k16,11439,Pierre Garcon,False,0
2016,145,13,1,4,CJ 2k16,11258,Chris Johnson,False,0
2016,146,13,2,5,From Worst to Worst,11295,Martellus Bennett,False,0
2016,147,13,3,3,Delegate Odell Watkins,2579604,Phillip Dorsett,False,0
2016,148,13,4,13,Fat Eddie Lacy,16732,Eric Ebron,False,0
2016,149,13,5,8,Make Fantasy Great Again,-16016,Vikings D/ST,False,0
2016,150,13,6,1,The  Commish,-16009,Packers D/ST,False,0
2016,151,13,7,2,In Your Face,14880,Kirk Cousins,False,0
2016,152,13,8,9,New Yawk Bklyn's Best,3045144,Tyler Boyd,False,0
2016,153,13,9,10,Team Riley,9704,Stephen Gostkowski,False,0
2016,154,13,10,6,Team Flatcheese,11923,Steven Hauschka,False,0
2016,155,13,11,12,Cntrl Alt Delete,8544,Darren Sproles,False,0
2016,156,13,12,7,Wilson!!!!!!!   Wilson!!!!!!,14583,Kamar Aiken,False,0
2016,157,14,1,7,Wilson!!!!!!!   Wilson!!!!!!,-16017,Patriots D/ST,False,0
2016,158,14,2,12,Cntrl Alt Delete,16913,James White,False,0
2016,159,14,3,6,Team Flatcheese,14163,Tyrod Taylor,False,0
2016,160,14,4,10,Team Riley,15102,Rishard Matthews,False,0
2016,161,14,5,9,New Yawk Bklyn's Best,14017,Shane Vereen,False,0
2016,162,14,6,2,In Your Face,1097,Adam Vinatieri,False,0
2016,163,14,7,1,The  Commish,2971888,Kenneth Dixon,False,0
2016,164,14,8,8,Make Fantasy Great Again,2972460,Breshad Perriman,False,0
2016,165,14,9,13,Fat Eddie Lacy,12460,Graham Gano,False,0
2016,166,14,10,3,Delegate Odell Watkins,14322,Dan Bailey,False,0
2016,167,14,11,5,From Worst to Worst,2577654,DeAndre Washington,False,0
2016,168,14,12,4,CJ 2k16,10636,Mason Crosby,False,0
2016,169,15,1,4,CJ 2k16,2576980,Marcus Mariota,False,0
2016,170,15,2,5,From Worst to Worst,15058,Blair Walsh,False,0
2016,171,15,3,3,Delegate Odell Watkins,13232,Jimmy Graham,False,0
2016,172,15,4,13,Fat Eddie Lacy,-16013,Raiders D/ST,False,0
2016,173,15,5,8,Make Fantasy Great Again,2978887,Roberto Aguayo,False,0
2016,174,15,6,1,The  Commish,16976,Chandler Catanzaro,False,0
2016,175,15,7,2,In Your Face,14518,Shaun Draughn,False,0
2016,176,15,8,9,New Yawk Bklyn's Best,14901,Dwayne Allen,False,0
2016,177,15,9,10,Team Riley,10453,Ted Ginn Jr.,False,0
2016,178,15,10,6,Team Flatcheese,15009,Alfred Morris,False,0
2016,179,15,11,12,Cntrl Alt Delete,11122,Matt Prater,False,0
2016,180,15,12,7,Wilson!!!!!!!   Wilson!!!!!!,17372,Chris Boswell,False,0
